hs_code,description,uom,custom_duty_code
3215.1920,Digital,,20
3215.1930,Processed,,20
3215.1990,Other,,20
3215.9010,"Inks for ball points pens, fine liners and fibre tips",,10
3215.9090,Other,,20
3301.1200,Of orange,,10
3301.1300,Of lemon,,10
3301.1900,Other,,10
3301.2400,Of peppermint (Mentha piperita),,10
3301.2500,Of other mints,,10
3301.2910,Of citronella,,10
3301.2920,Of eucalyptus,,10
3301.2990,Other,,10
3301.3000,Resinoids,,0
3301.9010,Concentrates of essential oils,,0
3301.9090,Other,,10
3302.1010,Flavours for use in aerated beverages,,10
3302.1020,Flavours and concentrates for use in food industry,,10
3302.1090,Other,,10
3302.9010,Of a kind used in cosmetics industry,,0
3302.9090,Other,,10
3303.0010,Eau-de-cologne,,20
3303.0020,Perfumes,,20
3303.0090,Other,,20
3304.1000,Lip make- up preparations,,20
3304.2000,Eye make- up preparations,,20
3304.3010,Nail polish,,20
3304.3090,Other,,20
3304.9110,Face powder,,20
3304.9120,Talcum powder,,20
3304.9190,Other,,20
3304.9910,Face and skin creams and lotions,,20
3304.9920,Tonics and skin food,,20
3304.9990,Other,,20
3305.1000,Shampoos,,20
3305.2000,Preparations for permanent waving or straightening,,20
3305.3000,Hair lacquers,,20
3305.9010,Cream for hair,,20
3305.9020,Dyes for hair,,20
3305.9090,Other,,20
3306.1010,Tooth paste,,20
3306.1090,Other,,20
3306.2000,Yarn used to clean between the teeth (dental floss),,20
3306.9000,Other,,20
3307.1000,"Pre- shave, shaving or after- shave preparations",,20
3307.2000,Personal deodorants and antiperspirants,,20
3307.3000,Perfumed bath salts and other bath preparations,,20
3307.4100,"""Agarbatti"" and other odoriferous perparations which operate by burning",,20
3307.4900,Other,,20
3307.9010,Contact lens solution,,20
3307.9090,Other,,20
3401.1100,For toilet use (including medicated products),,20
3401.1910,Baby wipes,,20
3401.1990,Other,,20
3401.2000,Soap in other forms,,20
3401.3000,"Organic surface- active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap",,20
3402.3100,Linear alkylbenzene sulphonic acids and their salts,,10
3402.3900,Other,,20
3402.4110,Pharmaceutical grade,,10
3402.4120,Other than in retail packing,,10
3402.4190,Other,,10
3402.4200,Non-ionic,,10
3402.4910,Cocoamidopropyl betaine (CAPB),,0
3402.4990,Other,,15
3402.5000,Preparations put up for retail sale,,20
3402.9000,Other,,20
3403.1110,Of a kind used in the leather or like industires,,15
3403.1120,Of a kind used in the paper or like industries,,15
3403.1131,Spin finish oil,,0
3403.1139,Other,,15
3403.1190,Other,,15
3403.1910,Greases,,15
3403.1990,Other,,15
3403.9110,Of a kind used in the leather or like industires including fat liquors,,15
3403.9120,Of a kind used in the paper or like industries,,15
3403.9131,Spin finish oil,,0
3403.9139,Other,,15
3403.9190,Other,,15
3403.9910,Mould release preparations,,0
3403.9990,Other,,15
3404.2000,Of poly (oxyethylene) (polyethylene glycol),,0
3404.9010,Sealing waxes,,0
3404.9020,Of chemically modified lignite,,0
3404.9030,Wax for wax jet engraver,,0
3404.9040,Wax for fungicides,,0
3404.9090,Other,,10
3405.1010,For footwear,,20
3405.1020,For leather,,10
3405.2000,"Polishes, creams and similar preparations for the maintenance of wooden furniture, floors or other woodwork",,10
3405.3000,"Polishes and similar preparations for coachwork, other than metal polishes",,20
3405.4000,Scouring pastes and powders and other scouring preparations,,0
3405.9000,Other,,20
3406.0000,"Candles, tapers and the like.",,20
3407.0010,Dental wax and other preparations for use in dentistry,,10
3407.0090,Other,,10
3501.1000,Casein,,0
3501.9000,Other,,0
3502.1100,Dried,,0
3502.1900,Other,,0
3502.2000,"Milk albumin, including concentrates of two or more whey proteins",,0
3502.9000,Other,,0
3503.0010,Gelatin,,10
3503.0020,Gelatin of pharmaceutical grade,,0
3503.0090,Other,,15
3504.0000,"Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed.",,0
3505.1010,Dextrins,,15
3505.1020,Dextrins of pharmaceutical grade,,10
3505.1090,Other,,20
3505.2010,Starch based glues,,15
3505.2020,Dextrin based glues,,20
3505.2030,Printing gum (pre-gelatinized modified 0% starch for textile prining),,0
3505.2090,Other,,20
3506.1000,"Products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg",,20
3506.9110,Shoe adhesives,,10
3506.9190,Other,,15
3506.9910,Sealant having methyl ethyl ketone from 60 % to 70 % and ethyl acetate from 10 % to 20 %.,,0
3506.9990,Other,,20
3507.1000,Rennet and concentrates thereof,,0
3507.9000,Other,,0
3601.0000,Propellent powders,,20
3602.0000,"Prepared explosives, other than propellent powders",,20
3603.1000,Safety fuses,,20
3603.2000,Detonating cords,,20
3603.3000,Percussion caps,,20
3603.4000,Detonating caps,,20
3603.5000,Igniters,,20
3603.6000,Electric detonators,,20
3604.1000,Fireworks,,20
3604.9000,Other,,20
3605.0000,"Matches, other than pyrotechnic articles of heading 36.04.",,20
3606.1000,Liquid or liquefied gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300cm3,,20
3606.9000,Other,,20
3701.1000,For X- ray,,0
3701.2000,Instant print film,,0
3701.3010,Of a kind used in textile printing,,0
3701.3020,Photo polymers and CTP plates of a kind used in printing Of news papers and magazines,,10
3701.3030,Presensitized printing plates,,15
3701.3090,Other,,15
3701.9100,For colour photography (polychrome),,0
3701.9900,Other,,0
3702.1000,For X- ray,,0
3702.3100,For colour photography (polychrome),,0
3702.3200,"Other, with silver halide emulsion",,0
3702.3900,Other,,0
3702.4100,"Of a width exceeding 610 mm and of a length exceeding 200 m, for colour photography (polychrome)",,0
3702.4200,"Of a width exceeding 610 mm and of a length exceeding 200m, other than for colour photography",,0
3702.4300,Of a width exceeding 610 mm and of a length not exceeding 200 m,,0
3702.4400,Of a width exceeding 105 mm but not exceeding 610 mm,,0
3702.5200,Of a width not exceeding 16 mm,,0
3702.5300,"Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, for slides",,0
3702.5400,"Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, other than for slides",,0
3702.5500,Of a width exceeding16 mm but not exceeding 35 mm and of a length exceeding 30 m,,0
3702.5600,Of a width exceeding 35 mm,,0
3702.9600,Of a width not exceeding 35 mm and of a length not exceeding 30 mm,,0
3702.9700,Of a width not exceeding 35 mm and of a length exceeding 30 mm,,0
3702.9800,Of a width exceeding 35 mm,,0
3703.1000,In rolls of a width exceeding 610 mm,,0
3703.2000,Other for colour photography (polychrome),,0
3703.9000,Other,,0
3704.0000,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed.",,0
3705.0000,"Photographic plates and film, exposed and developed, other than cinematographic film.",,0
3707.1000,Sensitising emulsions,,0
3707.9000,Other,,0
3801.1000,Artificial graphite,,0
3801.2000,Colloidal or semi- colloidal graphite,,0
3801.3000,Carbonaceous pastes for electrodes and similar pastes for furnace linings,,0
3801.9000,Other,,0
3802.1000,Activated carbon,,0
3802.9000,Other,,0
3803.0000,"Tall oil, whether or not refined.",,0
3804.0000,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading 38.03.",,0
3805.1000,"Gum, wood or sulphate turpentine oils",,0
3805.9000,Other,,0
3806.1010,Gum Rosin,,0
3806.1090,Other,,0
3806.2000,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts",,10
3806.3000,Ester gums,,0
3806.9000,Other,,0
3807.0000,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch.",,0
3808.5210,Products registered under the Agricultural Pesticides Ordinance 1971,,0
3808.5290,Other,,20
3808.5910,Products registered under the Agricultural Pesticides Ordinance 1971,,0
3808.5990,Other,,20
3808.6110,Products registered under the Agricultural Pesticides Ordinance 1971,,0
3808.6190,Other,,20
3808.6210,Products registered under the Agricultural Pesticides Ordinance 1971,,0
3808.6290,Other,,20
3808.6910,Products registered under the Agricultural Pesticides Ordinance 1971,,0
3808.6990,Other,,20
3808.9110,"Mosquito coils, mats, aerosol sprays and the like",,20
3808.9120,Napthalene balls,,20
3808.9130,Sex pheromone,,0
3808.9140,PB rope L& LTT,,0
3808.9150,Para dichlorobenzene blocks,,20
3808.9170,Products registered under the Agricultural Pesticides Ordinance 1971,,0
3808.9180,Phosphatic insecticides,,0
3808.9191,Emamectine benzoate,,0
3808.9199,Other,,0
3808.9210,Products registered under the Agricultural Pesticides Ordinance 1971,,0
3808.9220,For leather industry,,0
3808.9290,Other,,0
3808.9310,Products registered under the Agricultural Pesticides Ordinance 1971,,0
3808.9390,Other,,0
3808.9400,Disinfectants,,0
3808.9910,Products registered under the Agricultural Pesticides Ordinance 1971,,0
3808.9990,Other,,5
3809.1000,With a basis of amylaceous substances,,10
3809.9110,Printing gum (preparation of modified starches with other gums having specific application in textile printing,,0
3809.9190,Other,,15
3809.9200,Of a kind used in the paper or like industries,,10
3809.9300,Of a kind used in the leather or like industries,,10
3810.1000,Pickling preparations for metal surfaces; soldering brazing or welding powders and pastes consisting of metal and other materials,,0
3810.9010,Preparations of a kind used as cores or coatings for welding electrodes or rods,,0
3810.9090,Other,,20
3811.1100,Based on lead compounds,,20
3811.1900,Other,,20
3811.2100,Containing petroleum oils or oils obtained from bituminous minerals,,0
3811.2900,Other,,0
3811.9000,Other,,0
3812.1000,Prepared rubber accelerators,,0
3812.2000,Compound plasticizers for rubber or plastics,,10
3812.3100,"Mixtures of oligomers of 2,2,4-trimethyl-1,2 dihydroquinoline (TMQ)",,0
3812.3900,Other,,5
3813.0000,Preparations and charges for fire- extinguishers; charged fire- extinguishing grenades.,,20
3814.0000,"Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers.",,10
3815.1100,With nickel or nickel compounds as the active substance,,0
3815.1200,With precious metal or precious metal compounds as the active substance,,0
3815.1910,Antimony triacetate,,0
3815.1990,Other,,0
3815.9000,Other,,0
3816.0000,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01.",,0
3817.0000,"Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 27. 07 or 29. 02.",,0
3818.0000,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics.",,0
3819.0010,Hydraulic brake fluids,,20
3819.0090,Other,,20
3820.0000,Anti- freezing preparations and prepared de- icing fluids.,,20
3821.0000,"Prepared culture media for the development or maintenance of micro- organisms (including viruses and the like) or of plant, human or animal cells",,0
3822.1100,For malaria,,0
3822.1200,For Zika and other diseases transmitted by mosquitoes of the genus Aedes,,0
3822.1300,For blood-grouping,,0
3822.1900,Other,,0
3822.9000,Other,,0
3823.1100,Stearic acid,,15
3823.1200,Oleic acid,,0
3823.1300,Tall oil fatty acids,,20
3823.1910,Palm fatty acid distillate,,15
3823.1920,Palm acid oil,,10
3823.1930,Fatty acid distillate,,15
3823.1990,Other,,15
3823.7000,Industrial fatty alcohols,,15
3824.1000,Prepared binders for foundry moulds or cores,,0
3824.3000,Non- agglomerated metal carbides mixed together or with metallic binders,,0
3824.4000,"Prepared additives for cements, mortars or concretes",,15
3824.5000,Non- refractory mortars and concretes,,10
3824.6000,Sorbitol other than that of subheading No. 2905.44,,15
3824.8100,Containing oxirane (ethylene oxide),,0
3824.8200,"Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",,0
3824.8300,"Containing tris(2,3-dibromopropyl) phosphate",,0
3824.8400,"Containing aldrin (ISO), camphechlor (ISO) (toxaphene), chlordane (ISO), chlordecone (ISO), DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p- chlorophenyl)ethane), dieldrin (ISO, INN), endosulfan (ISO), endrin (ISO), heptachlor (ISO) or mirex (ISO)",,0
3824.8500,"Containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",,0
3824.8600,Containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO),,0
3824.8700,"Containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride",,0
3824.8800,"Containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",,0
3824.8900,Containing short-chain chlorinated paraffins,,0
3824.9100,"Mixtures and preparations consisting mainly of (5-ethyl-2 methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2- dioxaphosphinan-5-yl)methyl] methylphosphonate",,0
3824.9200,Polyglycol esters of methylphosphonic acid,,0
3824.9910,Gum base of a kind used for manufacture of chewing gum,,10
3824.9920,Ion exchangers,,0
3824.9930,Prepared binders,,0
3824.9940,Anti-scaling compounds,,15
3824.9950,Stencil correctors and other correcting fluids,,15
3824.9960,Preparations for electroplating,,0
3824.9970,Dialysis bath concentrate in liquid or powder form,,0
3824.9980,Chloroparaffins liquid,,10
3824.9991,Preparations of a kind used for water purification,,0
3824.9992,Carburizing preparations of a kind used for hardening of steel,,0
3824.9993,Coated or treated calcium carbonate,,0
3824.9994,Carboxylic acid based anhydride hardener,,0
3824.9995,"Substances controlled under the Convention on the Prohibition of the Development , Production, Stock piling and use of Chemical Weapons and on their Destruction : (1) Mixtures consisting mianly of O- alkly(<C10, including cycloalkyl)alkyl (methyl, ethyl, n- propyl or isopropyl)phosphonofluoridates (2) Mixtures consisting mainly of O- alkyl(< C10, including cycloalkyl)N,N- dialkyl (methy,ethyl, n- propyl or isopropyl)phosphoramidocyanidates (3) Mixtures consisting mainly of [S- 2- (dialkyl(methyl, ethyl, n- propyl or isopropyl) amino)ethyl] hydrogen alkyl(methyl, ethyl, n- propyl or isopropyl)phosphonothioates and their O- alkyl (< C10, including cycloalkyl)esters; mixtures consisting mainly of alkylated or protonated salts thereof (4) Mixtures consisting mainly of alkyl (methyl, ethyl,n- propyle or isopropyl) phosphonyldifluorides (5) Mixtures consiting mainly of [O- 2- dialkyl(methyl, ethyl, n- propyl or isopropyl) aminoethyl]hydrogen alkyl (methyl, ethyl,n- propyl or isopropyl)phosphonites and their O- alkyl (< C10, including cycloalkyl)esters; mixtures consisting mainly of alkylated or protonated salts thereof (6) Mixtures consisting mainly of N,N- dialkyl(methyl, ethyl, n- propyl or isopropyl) phosphoramidic dihalides (7) Mixtures consisting mainly of dialkyl (methyl, ethyl, n- propyl or isopropyl)N,N- dialkyl (methyl, ethyl, n- propyl or isopropyl) phosphoramidates (8) Mixtures consisting mainly of N,N- dialkyl (methyl, ethyl, n- propyl orisopropyl)- 2- chloroethylamines or their protonated salts (9) Mixtures consisting mainly of N,N- dialkyl(methyl, ethyl, n- propyl or isopropyl)- 2- aminoethanols or their protonated salts (10) Mixtures consisting mainly of N,N- dimethyl- 2- aminoethanol or N,N- diethyl- 2- aminoethanol or their protonated salts (11)Mixtures consisting manly or N,N- dialkyl (methyl, ethyl, n- propyl or isopropyl)aminoethane- 2- thiols or their protonated salts (12 Other mixtures consisting mainly of chemicals containing a phosphorus atom to which is bonded one methyl, ethyl, n- propyl or isopropyl group but not further carbon atoms",,0
3824.9996,Mixture of argon and neon gases,,0
3824.9997,Salts of stearic acid other than alkali salts e.g. zinc stearate; calcium stearate,,0
3824.9999,Other,,0
3825.1000,Municipal waste,,20
3825.2000,Sewage sludge,,20
3825.3000,Clinical waste,,20
3825.4100,Halogenated,,20
3825.4900,Other,,20
3825.5000,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids and anti- freeze fluids",,20
3825.6100,Mainly containing organic constituents,,20
3825.6900,Other,,20
3825.9000,Other,,20
3826.0000,"Biodiesel and mixtures thereof, not containing or containing less than 70 %by weight of petroleum oils or oils obtained from bituminous minerals.",,10
3827.1100,"Containing chlorofluorocarbons (CFCs), whether or not Containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)",,15
3827.1200,Containing hydrobromofluorocarbons (HBFCs),,0
3827.1300,Containing carbon tetrachloride,,0
3827.1400,"Containing 1,1,1-trichloroethane (methyl chloroform)",,0
3827.2000,"Containing bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) or dibromotetrafluoroethanes (Halon-2402)",,0
3827.3100,Containing substances of subheadings 2903.41 to 2903.48,,0
3827.3200,"Other, containing substances of subheadings 2903.71 to 2903.75",,0
3827.3900,Other,,0
3827.4000,Containing methyl bromide (bromomethane) or bromochloromethane,,0
3827.5100,Containing trifluoromethane (HFC-23),,0
3827.5900,Other,,0
3827.6100,"Containing 15 % or more by mass of 1,1,1 trifluoroethane (HFC-143a)",,0
3827.6200,"Other, not included in the subheading above, containing 55 % or more by mass of pentafluoroethane (HFC- 125) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)",,0
3827.6300,"Other, not included in the subheadings above, containing 40 % or more by mass of pentafluoroethane (HFC-125)",,0
3827.6400,"Other, not included in the subheadings above, containing 30 % or more by mass of 1,1,1,2-tetrafluoroethane (HFC- 134a) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)",,0
3827.6500,"Other, not included in the subheadings above, containing 20 % or more by mass of difluoromethane (HFC-32) and 20 % or more by mass of pentafluoroethane (HFC-125)",,0
3827.6800,"Other, not included in the subheadings above, containing substances of subheadings 2903.41 to 2903.48",,0
